FINCA;2024-01;2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;TOTAL
ASUNTINA;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;1505834.26;18070011.12
PORLAMAR;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;2962918.49;35555021.88000001
EL MORRO;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;292500.18;3510002.1600000006
LA PERLA;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;335833.54;4030002.48
ARACATACA;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;1673751.03;20085012.36
BOCATOMA;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;790833.8200000001;9490005.840000002
JOYA;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;1370417.51;16445010.12
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;595833.7;7150004.400000001
YUNQUE;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;373750.23;4485002.76
DONAMA;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;817917.17;9815006.040000001
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;395416.91000000003;4745002.920000001
LAS MARGARITAS;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;7995004.920000001
LA CECILIA;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;346666.88;4160002.559999999
JOSEFINA;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;465833.62;5590003.44
SAN ALFREDO;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;276250.17;3315002.0399999996
VICTORIA;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;1083334.0;13000008.0
CIRCASIA;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;666250.41;7995004.920000001
CIENAGA;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;281666.84;3380002.0799999996
MARIA;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;254583.49;3055001.880000001
REMANSO;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;2090834.62;25090015.44000001
PIEDECUESTA;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;899167.22;10790006.64
NAUTICA;2345418.11;2345418.11;2345418.11;2345418.11;2345418.11;2210001.36;1803751.11;1803751.11;1803751.11;1803751.11;1803751.11;1803751.11;24759598.569999997
LAS LINAS;1614167.66;1614167.66;1614167.66;1614167.66;1587084.31;1489584.25;1489584.25;1516667.6;1597917.65;1597917.65;1597917.65;1597917.65;18931261.65
DON ALI;1061667.32;1061667.32;1061667.32;1061667.32;1061667.32;1034583.97;1012917.29;1012917.29;1012917.29;1012917.29;1012917.29;1012917.29;12420424.309999999
DR4 DON ALI;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;102916.73;1235000.76
DON CARLOS;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;319583.53;3835002.3600000013
EVA NORTE;2502501.54;2480834.86;2405001.48;2426668.16;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;2448334.84;29401684.76
DON PEDRO;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;1207917.41;14495008.92
LA VELA;834167.18;834167.18;834167.18;834167.18;834167.18;823333.84;812500.5;812500.5;812500.5;812500.5;812500.5;812500.5;9869172.74
ESPERANZA;812500.5;817917.17;817917.17;817917.17;817917.17;769167.14;725833.78;725833.78;725833.78;725833.78;725833.78;725833.78;9208339.0
LINA MARGARITA;487500.3;487500.3;487500.3;487500.3;520000.32;601250.37;606667.04;606667.04;606667.04;606667.04;606667.04;606667.04;6711254.130000001
DON MARCE;747500.46;926250.5700000001;1110417.35;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;1229584.09;13850425.19
ENANO;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;967200.0;11606400.0
EVA;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;702000.0;8424000.0
SAMI;956800.0;993200.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;1003600.0;11986000.0
VEGA;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;390000.0;4680000.0
FEDERICA;1128400.0;1107600.0;1097200.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;1128400.0;13488800.0
NEERLANDIA;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;748800.0;8985600.0
SAN ANTONIO;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;816400.0;9796800.0
MRS;462800.0;384800.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;4071600.0
DON FUAD;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;1008800.0;12105600.0
EUFEMIA;1591200.0;1591200.0;1591200.0;1591200.0;1560000.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;1523600.0;18590000.0
OLGA;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;275600.0;3307200.0
DON SAID;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;3198000.0;38376000.0
ASUNTINA;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;1445600.0;17347200.0
PORLAMAR;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;2844400.0;34132800.0
EL MORRO;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;280800.0;3369600.0
LA PERLA;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;322400.0;3868800.0
ARACATACA;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;1606800.0;19281600.0
BOCATOMA;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;759200.0;9110400.0
JOYA;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;1315600.0;15787200.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;572000.0;6864000.0
YUNQUE;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;358800.0;4305600.0
DONAMA;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;785200.0;9422400.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;379600.0;4555200.0
LAS MARGARITAS;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;7675200.0
LA CECILIA;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;332800.0;3993600.0
JOSEFINA;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;447200.0;5366400.0
SAN ALFREDO;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;265200.0;3182400.0
VICTORIA;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;1040000.0;12480000.0
CIRCASIA;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;639600.0;7675200.0
CIENAGA;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;270400.0;3244800.0
MARIA;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;244400.0;2932800.0
REMANSO;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;2007200.0;24086400.0
PIEDECUESTA;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;863200.0;10358400.0
NAUTICA;2251600.0;2251600.0;2251600.0;2251600.0;2251600.0;2121600.0;1731600.0;1731600.0;1731600.0;1731600.0;1731600.0;1731600.0;23769200.0
LAS LINAS;1549600.0;1549600.0;1549600.0;1549600.0;1523600.0;1430000.0;1430000.0;1456000.0;1534000.0;1534000.0;1534000.0;1534000.0;18174000.0
DON ALI;1019200.0;1019200.0;1019200.0;1019200.0;1019200.0;993200.0;972400.0;972400.0;972400.0;972400.0;972400.0;972400.0;11923600.0
DR4 DON ALI;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;98800.0;1185600.0
DON CARLOS;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;306800.0;3681600.0
EVA NORTE;2402400.0;2381600.0;2308800.0;2329600.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;2350400.0;28225600.0
DON PEDRO;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;1159600.0;13915200.0
LA VELA;800800.0;800800.0;800800.0;800800.0;800800.0;790400.0;780000.0;780000.0;780000.0;780000.0;780000.0;780000.0;9474400.0
ESPERANZA;780000.0;785200.0;785200.0;785200.0;785200.0;738400.0;696800.0;696800.0;696800.0;696800.0;696800.0;696800.0;8840000.0
LINA MARGARITA;468000.0;468000.0;468000.0;468000.0;499200.0;577200.0;582400.0;582400.0;582400.0;582400.0;582400.0;582400.0;6442800.0
DON MARCE;717600.0;889200.0;1066000.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;1180400.0;13296400.0
ENANO;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;531000.0;7058000.0;531000.0;531000.0;12899000.0
EVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAMI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VEGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FEDERICA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEERLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAN ANTONIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON FUAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EUFEMIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OLGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON SAID;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASUNTINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORLAMAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EL MORRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA PERLA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARACATACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOCATOMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JOYA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YUNQUE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DONAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE SUR 2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAS MARGARITAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA CECILIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JOSEFINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAN ALFREDO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VICTORIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CIRCASIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CIENAGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MARIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
REMANSO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIEDECUESTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAUTICA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAS LINAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON ALI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DR4 DON ALI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON CARLOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EVA NORTE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON PEDRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA VELA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESPERANZA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LINA MARGARITA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON MARCE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENANO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
EVA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
SAMI;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
VEGA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
FEDERICA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
NEERLANDIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
SAN ANTONIO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
MRS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON FUAD;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
EUFEMIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
OLGA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON SAID;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
ASUNTINA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
PORLAMAR;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
EL MORRO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LA PERLA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
ARACATACA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
BOCATOMA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
JOYA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
ESMERALDA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
NARANJOS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
YUNQUE;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DONAMA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
BURDEOS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON MARCE SUR 2;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LAS MARGARITAS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LA CECILIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
JOSEFINA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
SAN ALFREDO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
VICTORIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
CIRCASIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
CIENAGA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
MARIA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
REMANSO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
PIEDECUESTA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
NAUTICA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LAS LINAS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON ALI;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DR4 DON ALI;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON CARLOS;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
EVA NORTE;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON PEDRO;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LA VELA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
ESPERANZA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
LINA MARGARITA;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
DON MARCE;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;61196.8;734361.6000000001
ENANO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EVA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAMI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VEGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FEDERICA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEERLANDIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAN ANTONIO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MRS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON FUAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EUFEMIA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OLGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DON SAID;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASUNTINA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PORLAMAR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EL MORRO;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LA PERLA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARACATACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOCATOMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
JOYA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESMERALDA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NARANJOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
YUNQUE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DONAMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BURDEOS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
